HeatingQC,1stFlrSF,GrLivArea,BsmtFullBath,FullBath,HalfBath,BedroomAbvGr,KitchenQual,TotRmsAbvGrd,Fireplaces,FireplaceQu,GarageYrBlt,GarageCars,GarageArea,GarageCond,PavedDrive,OpenPorchSF,SaleCondition,GarageType_Attchd,GarageType_Detchd,GarageType_Other,GarageFinish_Fin,GarageFinish_RFn,GarageFinish_Unf,MoSold_1,MoSold_2,MoSold_3,MoSold_4,MoSold_5,MoSold_6,MoSold_7,MoSold_8,MoSold_9,MoSold_10,MoSold_11,MoSold_12,YrSold_2006,YrSold_2007,YrSold_2008,YrSold_2009,YrSold_2010
0,-0.5699327884104546,-1.1162048140370826,0,-1.0273628233099534,0,-1.0458012732222097,0,-1.562365944486832,0,0,-0.16087062556325454,2,0.47885601837107405,TA,Y,1,Normal,False,True,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
1,-0.7968029517237006,0.4590049639734849,0,0.7813658143509358,1,0.16992708860002484,1,0.3495455390055087,1,1,0.9732864139930646,2,-0.18515490217183297,TA,Y,1,Family,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False
0,-0.5495399647418482,-0.023242446107542034,0,0.7813658143509358,0,0.16992708860002484,0,0.3495455390055087,1,1,-1.4905719822844563,1,-1.081337473254218,TA,Y,0,Normal,False,True,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False
1,0.8397211476819623,-0.023242446107542034,0,0.7813658143509358,0,0.16992708860002484,1,0.3495455390055087,1,1,1.0906130042919941,2,1.407542620528986,TA,Y,1,Partial,True,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False
1,2.3564374080345627,1.152729721917913,1,0.7813658143509358,0,-1.0458012732222097,1,0.3495455390055087,1,1,1.1297218677249707,3,3.4692268773195507,TA,Y,1,Partial,True,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False
0,-0.957396438113976,-1.4166212334318207,1,-1.0273628233099534,0,-1.0458012732222097,1,-0.9250621166560519,0,0,,0,-2.1957613958437125,,Y,0,Normal,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False
1,0.6995204849602933,-0.13194575575695383,0,0.7813658143509358,0,0.16992708860002484,1,-0.28775828882527155,1,0,0.8950686871271115,2,0.25132780084238565,TA,Y,1,Normal,True,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False
0,0.0010662743105243821,1.2357395220138274,0,0.7813658143509358,1,0.16992708860002484,0,0.3495455390055087,0,0,-0.4346326695940902,2,0.3024055639610708,TA,Y,0,Abnorml,True,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False
1,-1.630359619177987,-0.5489711800483337,0,0.7813658143509358,1,-1.0458012732222097,1,-1.562365944486832,0,0,1.0515041408590176,2,0.033086449335276324,TA,Y,1,Normal,False,True,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False
0,0.5924581607001097,-0.21495555585286832,1,-1.0273628233099534,1,0.16992708860002484,0,-0.28775828882527155,1,1,-0.8257213039238555,2,-0.06906907690209399,TA,Y,0,Normal,True,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False
1,-1.630359619177987,-0.5944289277199059,0,0.7813658143509358,1,-1.0458012732222097,1,-1.562365944486832,0,0,1.0515041408590176,2,0.033086449335276324,TA,Y,1,Normal,False,True,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False
1,-0.5571872736175756,0.6487416499070037,1,0.7813658143509358,1,0.16992708860002484,1,0.3495455390055087,1,0,0.9732864139930646,2,0.6506630397702878,TA,Y,1,Normal,True,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
0,0.9085469275635089,0.030120996811260126,0,-1.0273628233099534,1,0.16992708860002484,0,-0.28775828882527155,0,0,-0.5519592598930197,2,-0.004061014751040151,TA,Y,0,Normal,True,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
0,-0.039719373026688404,-0.7051086611811253,1,-1.0273628233099534,0,0.16992708860002484,0,-0.28775828882527155,0,0,-0.6692858501919493,2,-0.07835594292367311,TA,Y,0,Normal,True,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False
0,-0.23600030083702492,-0.8572932946903017,0,0.7813658143509358,0,-1.0458012732222097,1,-1.562365944486832,0,0,0.6995243699622289,2,-0.1712246031394643,TA,Y,0,Normal,True,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
0,1.0181583547822681,0.11510722071898209,1,-1.0273628233099534,0,-1.0458012732222097,0,-0.9250621166560519,0,0,-1.177701074820644,2,1.5747062089174102,TA,Y,1,Normal,False,True,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False
0,-1.7246764286452916,-1.0154071996349008,1,-1.0273628233099534,1,-1.0458012732222097,0,-0.9250621166560519,0,0,-0.19997948899623105,1,-0.9698950809952686,TA,Y,0,Normal,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False
1,-0.15442900616259936,-0.7940477327124621,0,-1.0273628233099534,1,0.16992708860002484,1,-0.28775828882527155,0,0,0.8168509602611586,1,-0.5612729760457873,TA,Y,0,Normal,True,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False
1,-0.9981820854511888,-0.5944289277199059,0,-1.0273628233099534,0,0.16992708860002484,0,-0.28775828882527155,0,0,-1.2559188016865972,1,-1.081337473254218,TA,Y,0,Normal,False,True,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False
0,-0.8911197611910052,-0.03707741279019445,0,0.7813658143509358,0,1.3856554504222593,0,0.3495455390055087,0,0,-1.7252251628823154,1,-0.33838819152788846,TA,P,0,Normal,False,True,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False
0,-0.513852523321787,0.07557874448283233,0,0.7813658143509358,0,0.16992708860002484,1,0.986849366836289,1,0,0.19110914533353415,2,0.9896336495579257,TA,P,1,Normal,False,True,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False
0,0.013811789103403378,-0.663603761133168,1,-1.0273628233099534,1,0.16992708860002484,0,-0.28775828882527155,0,0,-0.47374153302706673,2,0.07952077944317193,Gd,Y,1,Normal,True,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False
1,1.6324921677990356,0.5914253593645865,0,0.7813658143509358,0,3.817112174066729,0,2.2614570224978494,0,0,,0,-2.1957613958437125,,Y,0,Normal,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False
0,-0.7228789659250026,-0.16752138436948863,0,-1.0273628233099534,1,1.3856554504222593,0,0.3495455390055087,1,1,-1.1385922113876676,3,1.1475103719247708,TA,Y,0,Normal,False,True,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False
0,1.3801309749000317,0.3957594019956453,1,0.7813658143509358,0,0.16992708860002484,0,-0.28775828882527155,1,0,-0.12176176213027802,2,0.6413761737487087,TA,Y,0,Normal,False,False,True,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
1,-0.39149558131014867,0.5420147640693994,1,0.7813658143509358,1,0.16992708860002484,1,0.3495455390055087,1,0,0.5821977796632993,2,-0.22230236625814948,TA,Y,1,Normal,True,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False
1,-0.7534682014279122,-1.2585073284872217,1,-1.0273628233099534,0,0.16992708860002484,0,-0.9250621166560519,1,0,-0.2390883524292076,1,-0.6262810381968412,TA,Y,0,Normal,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False
0,0.37578440922116685,1.6942698463531645,0,2.590094452011825,0,2.601383812244494,0,2.2614570224978494,1,1,-2.742055612139705,2,-0.5241255119594709,TA,Y,1,Normal,False,True,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False
1,-0.16717452095547836,0.7001286690139984,0,0.7813658143509358,1,0.16992708860002484,0,0.3495455390055087,1,0,-0.0826528986973015,2,0.18167630568054224,TA,Y,1,Normal,True,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False
1,-0.7942538487651248,-1.2901301094761415,1,-1.0273628233099534,0,-2.2615296350444445,1,-2.1996697723176126,0,0,0.9732864139930646,2,-0.24551953131209725,TA,Y,0,Normal,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False
1,0.7556007500489609,-0.08846443189718912,0,0.7813658143509358,0,-1.0458012732222097,1,0.3495455390055087,1,0,0.9732864139930646,2,-0.33838819152788846,TA,Y,1,Normal,True,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False
0,-0.615816641664819,0.28705609234623347,0,0.7813658143509358,0,1.3856554504222593,0,0.3495455390055087,1,1,-1.4514631188514797,1,-1.081337473254218,TA,Y,0,Normal,False,True,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False
0,0.7275606175046271,-0.11020509382707148,0,-1.0273628233099534,1,0.16992708860002484,0,0.3495455390055087,1,0,-0.5519592598930197,2,0.7992528961155537,TA,Y,0,Normal,True,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False
0,1.5789610056689438,0.5499204593166294,1,-1.0273628233099534,1,0.16992708860002484,0,-0.28775828882527155,1,1,-0.9039390307898084,2,-0.08764280894525223,TA,Y,1,Abnorml,True,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False
1,-0.3048260807185715,-0.9106567376091039,1,-1.0273628233099534,1,0.16992708860002484,0,-0.28775828882527155,0,0,-0.6301769867589728,1,-0.9884688130384268,TA,Y,1,Normal,False,True,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True
0,-0.3405135221386327,-0.9383266709744087,1,-1.0273628233099534,0,0.16992708860002484,0,-0.9250621166560519,0,0,0.11289141846758112,2,0.47885601837107405,Fa,Y,0,Normal,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False
0,-1.1664228807171915,-0.039053836602001936,0,0.7813658143509358,1,0.16992708860002484,0,-0.28775828882527155,1,0,0.6213066430962759,2,-0.6030638731428933,TA,Y,1,Normal,True,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False
0,0.5363778956114421,-0.258436879712633,0,0.7813658143509358,0,0.16992708860002484,0,-0.28775828882527155,1,0,-0.0826528986973015,2,0.02844301632448677,TA,Y,0,Family,True,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False
0,0.8983505157292057,2.2792912946481807,1,0.7813658143509358,1,1.3856554504222593,1,1.6241531946670693,1,1,-0.39552380616111366,2,0.6785236378350251,TA,Y,1,Normal,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False
0,-0.6311112594162738,-0.14775714625141376,0,-1.0273628233099534,1,0.16992708860002484,1,0.3495455390055087,1,1,-2.0772049337791043,1,-1.1927798655131674,TA,Y,1,Normal,False,True,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False
1,-0.3073751836771473,-0.9126331614209113,1,-1.0273628233099534,1,0.16992708860002484,0,-0.28775828882527155,0,0,-0.5128503964600433,2,0.14452884159422577,TA,Y,0,Normal,True,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True
0,-0.15952721207975096,-0.7980005803360771,0,0.7813658143509358,0,0.16992708860002484,0,-0.28775828882527155,0,0,0.30843573563246374,2,0.033086449335276324,TA,Y,0,Normal,True,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True
0,-0.029522961192385205,-0.6972029659338953,1,-1.0273628233099534,0,0.16992708860002484,0,-0.28775828882527155,0,0,-0.7475035770579024,1,0.9246255874068718,TA,Y,0,Normal,True,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False
1,0.5414761015285937,-0.25448403208901804,0,0.7813658143509358,0,0.16992708860002484,1,-0.28775828882527155,0,0,1.1688307311579471,2,0.2606146668639648,TA,Y,1,Partial,True,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False
0,-0.40169199314445186,-0.9857608424577884,1,-1.0273628233099534,0,0.16992708860002484,0,-0.9250621166560519,0,0,-0.19997948899623105,2,1.9926151798884706,TA,Y,0,Normal,False,True,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False
1,1.2399303121783627,0.28705609234623347,0,0.7813658143509358,0,0.16992708860002484,1,-0.28775828882527155,1,1,1.1297218677249707,3,1.8440253235432047,TA,Y,1,Partial,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False
0,-0.10089784403250758,-0.752542832664505,1,-1.0273628233099534,1,0.16992708860002484,0,-0.9250621166560519,0,0,-0.6692858501919493,2,0.33026616202580816,TA,Y,0,Normal,True,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False
0,0.9875691192793585,1.61916574150448,0,0.7813658143509358,0,-1.0458012732222097,0,0.3495455390055087,1,0,0.03467369160162807,2,0.9246255874068718,TA,P,1,Normal,True,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False
1,-0.24874581562990392,0.8859125073239021,1,0.7813658143509358,1,0.16992708860002484,1,0.986849366836289,1,0,0.5821977796632993,2,0.469569152349495,TA,Y,1,Normal,True,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True
0,-0.6769951126706382,-1.1992146141329971,0,-1.0273628233099534,0,-1.0458012732222097,0,-0.9250621166560519,0,0,-0.6301769867589728,1,-0.765584028520528,TA,Y,0,Normal,False,True,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False
1,-0.90641437894246,0.35820734957130307,0,0.7813658143509358,1,0.16992708860002484,1,0.3495455390055087,0,0,0.777742096828182,2,0.2327540687992274,TA,Y,1,Normal,True,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True
0,-0.6362094653334254,-1.1675918331440773,0,-1.0273628233099534,0,0.16992708860002484,1,-0.9250621166560519,0,0,-0.9821567576557615,2,-0.27338012937683465,TA,Y,0,Normal,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False
0,-0.3150224925528747,-0.4600321085169968,0,-1.0273628233099534,0,0.16992708860002484,0,-0.28775828882527155,1,1,-1.1385922113876676,1,-0.8584526887363192,TA,Y,1,Normal,True,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False
1,-1.2326995576401623,-0.7308021707346225,0,-1.0273628233099534,1,0.16992708860002484,0,-0.9250621166560519,0,0,-1.4514631188514797,1,-1.2670747936858004,TA,Y,0,Abnorml,False,True,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False
1,0.06224474531634356,2.1923286469286514,0,0.7813658143509358,1,1.3856554504222593,1,2.89876085032863,1,1,1.1297218677249707,2,0.3581267600905455,TA,Y,1,Partial,False,False,True,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False
0,-0.3048260807185715,-0.9106567376091039,1,-1.0273628233099534,0,0.16992708860002484,0,-0.9250621166560519,0,0,-0.5910681233259962,2,0.8131831951479224,TA,Y,0,Normal,True,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
1,0.7708953678004157,1.4294290555709612,1,0.7813658143509358,1,1.3856554504222593,1,2.2614570224978494,1,1,1.0123952774260412,3,1.2310921661189829,TA,Y,0,Normal,True,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False
0,-0.011679240482354613,-0.6833679992512428,1,-1.0273628233099534,0,0.16992708860002484,1,-0.28775828882527155,0,0,0.3475445990654402,2,0.47885601837107405,TA,Y,0,Normal,False,True,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True
1,-0.7534682014279122,-1.2585073284872217,1,-1.0273628233099534,0,0.16992708860002484,0,-0.28775828882527155,0,0,-0.00443517183134845,1,-0.6355679042184202,TA,Y,0,Normal,True,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False
0,-0.17737093278978155,-0.8118355470187295,1,-1.0273628233099534,1,-1.0458012732222097,0,-0.9250621166560519,0,0,1.0515041408590176,2,-0.10621654098841046,TA,Y,1,Normal,True,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False
1,0.06989205419207095,0.4273821829845651,0,0.7813658143509358,1,0.16992708860002484,1,0.3495455390055087,1,0,0.46487118936436983,2,-0.33838819152788846,TA,Y,1,Normal,True,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False
0,-0.8962179671081568,0.18230563032043665,0,0.7813658143509358,1,0.16992708860002484,0,0.3495455390055087,1,0,0.5821977796632993,2,-0.38946595464657363,TA,Y,1,Normal,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False
0,-0.5240489351560902,1.441287598441806,1,-1.0273628233099534,0,2.601383812244494,0,2.2614570224978494,0,0,0.7386332333952055,1,-0.15265087109630607,Gd,Y,1,Normal,False,True,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False
0,-0.6820933185877898,-1.203167461756612,0,-1.0273628233099534,0,0.16992708860002484,0,-0.9250621166560519,0,0,-0.4346326695940902,1,-0.8584526887363192,TA,Y,0,Normal,True,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False
1,1.400523798568638,0.4115707924901052,1,0.7813658143509358,0,-1.0458012732222097,1,-0.9250621166560519,1,0,0.8168509602611586,2,0.15381570761580488,TA,Y,1,Abnorml,True,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
1,1.4081711074443655,0.4175000639255277,0,0.7813658143509358,0,1.3856554504222593,0,0.986849366836289,0,0,1.0515041408590176,2,0.5345772145005487,TA,Y,1,Family,True,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False
0,-0.7330753777593058,-0.21297913204106084,0,-1.0273628233099534,1,0.16992708860002484,0,0.986849366836289,0,0,-0.9039390307898084,1,-0.8027314926068444,TA,Y,0,Normal,True,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False
1,2.695468101525144,1.4155940888883087,1,0.7813658143509358,0,1.3856554504222593,1,0.986849366836289,1,0,-0.31730607929516064,2,0.6878105038566042,TA,Y,1,Normal,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False
1,0.8805067950191751,0.008380334881377764,1,-1.0273628233099534,0,-1.0458012732222097,0,-0.28775828882527155,1,0,-0.9821567576557615,2,0.1491722746050153,TA,Y,0,Normal,True,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
1,-1.2428959694744655,-1.1399218997787723,0,-1.0273628233099534,0,0.16992708860002484,0,-0.28775828882527155,1,0,0.9732864139930646,2,0.47885601837107405,TA,Y,0,Normal,False,True,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False
0,-0.615816641664819,0.36018377338311053,0,0.7813658143509358,1,0.16992708860002484,0,0.3495455390055087,1,0,-0.00443517183134845,2,-0.15265087109630607,TA,Y,0,Normal,True,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False
0,-0.23345119787844912,-0.8553168708784943,0,-1.0273628233099534,0,0.16992708860002484,0,-0.28775828882527155,0,0,-0.5910681233259962,1,-0.9698950809952686,TA,Y,0,Normal,True,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
0,0.5695162340729275,-0.2327433701591357,1,-1.0273628233099534,0,0.16992708860002484,0,-0.28775828882527155,1,1,-0.943047894222785,1,-0.5519861100242082,TA,Y,1,Normal,True,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False
0,0.9569798837764489,0.06767304923560238,0,0.7813658143509358,0,1.3856554504222593,0,0.986849366836289,0,0,0.03467369160162807,2,-0.33838819152788846,TA,Y,0,Alloca,True,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False
0,-0.450124949357392,0.5835196641173566,1,-1.0273628233099534,1,1.3856554504222593,0,0.986849366836289,1,0,-0.5910681233259962,2,0.04701674836764501,TA,Y,1,Normal,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False
1,-0.5316962440318176,-1.0865584568599702,0,-1.0273628233099534,0,-1.0458012732222097,0,-0.28775828882527155,0,0,-1.6470074360163625,1,-0.6773588013155263,TA,Y,1,Abnorml,False,True,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False
0,-0.10089784403250758,1.461051836559881,0,0.7813658143509358,0,3.817112174066729,0,3.53606467815941,0,0,0.03467369160162807,2,0.2559712338531752,TA,Y,0,Alloca,False,True,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False
1,3.070186236435786,1.7061283892240096,1,0.7813658143509358,1,-1.0458012732222097,1,2.89876085032863,1,1,1.2079395945909237,3,1.6118536730037267,TA,Y,1,Partial,True,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True
0,0.1947980991622851,-0.5232776704948363,0,-1.0273628233099534,0,0.16992708860002484,0,-0.28775828882527155,1,0,-0.6692858501919493,1,-0.8584526887363192,TA,Y,0,Normal,True,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False
0,-0.7687628191793668,-1.2703658713580666,0,-1.0273628233099534,0,-1.0458012732222097,0,-1.562365944486832,0,0,0.03467369160162807,1,0.9803467835363465,TA,Y,0,Normal,False,True,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False
0,0.37323530626259105,-0.38492800366831226,1,-1.0273628233099534,0,-1.0458012732222097,0,-0.9250621166560519,0,0,-0.39552380616111366,1,1.314673960313195,TA,Y,0,Normal,False,True,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False
1,-0.8987670700667326,0.016286030128607715,0,0.7813658143509358,1,0.16992708860002484,1,0.986849366836289,1,1,0.9732864139930646,2,-0.37089222260341537,TA,Y,1,Normal,True,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False
1,1.3011087831841819,0.33449026382961317,0,0.7813658143509358,0,0.16992708860002484,1,0.3495455390055087,1,1,1.0906130042919941,3,1.008207381601084,TA,Y,1,Partial,True,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False
0,-0.6566022890020318,-1.1834032236385372,0,-1.0273628233099534,0,0.16992708860002484,0,-0.28775828882527155,0,0,-0.4346326695940902,1,-0.8584526887363192,TA,Y,0,Normal,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False
0,-0.24619671267132812,-0.8651989899375316,1,-1.0273628233099534,0,0.16992708860002484,0,-0.28775828882527155,0,0,-0.943047894222785,1,-0.8956001528226356,TA,Y,0,Normal,True,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
1,1.2144392825926047,0.2672918542281586,1,0.7813658143509358,0,0.16992708860002484,1,0.986849366836289,1,1,1.0906130042919941,3,1.8208081584892568,TA,Y,1,Normal,True,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False
0,-0.35580813989008747,1.0993662789991108,0,-1.0273628233099534,1,0.16992708860002484,1,-0.28775828882527155,1,1,-1.6470074360163625,1,-1.3599434539015915,TA,Y,0,Normal,True,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False
0,-0.6566022890020318,-1.1834032236385372,1,-1.0273628233099534,0,-1.0458012732222097,0,-0.9250621166560519,0,0,0.19110914533353415,2,0.05166018137843457,TA,Y,0,Normal,True,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False
1,-1.0644587623741595,-0.033124565166579474,0,0.7813658143509358,1,0.16992708860002484,1,0.986849366836289,1,1,1.0515041408590176,2,-0.38482252163578407,TA,Y,1,Normal,True,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False
0,-0.13913438841114456,1.5282502461613356,0,0.7813658143509358,0,2.601383812244494,0,3.53606467815941,0,0,-0.7083947136249258,2,0.033086449335276324,TA,Y,0,Normal,False,True,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
0,0.27636939383671066,-0.4600321085169968,0,-1.0273628233099534,1,0.16992708860002484,1,-0.9250621166560519,0,0,-0.00443517183134845,1,-1.0256162771247432,TA,Y,0,Normal,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False
0,-0.36855365468296647,-0.9600673329042911,0,-1.0273628233099534,0,0.16992708860002484,0,-0.28775828882527155,0,0,-2.0772049337791043,1,-0.10621654098841046,TA,Y,0,Abnorml,False,True,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False
0,-0.40424109610302766,0.990662969349699,0,0.7813658143509358,0,1.3856554504222593,0,0.986849366836289,0,0,-1.1385922113876676,3,1.8486687565539943,TA,Y,0,Normal,False,False,True,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False
1,-1.3958421469890134,-0.5469947562365262,0,0.7813658143509358,1,-1.0458012732222097,1,-1.562365944486832,0,0,1.2079395945909237,2,0.2559712338531752,TA,Y,1,Partial,False,True,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False
0,-1.5640829422550162,-0.8078826993951146,0,-1.0273628233099534,1,0.16992708860002484,0,-0.28775828882527155,0,0,-0.31730607929516064,1,-0.8677395547578983,TA,Y,0,Normal,True,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
0,-1.732323737521019,-2.017454072221297,1,-2.8360914609708425,0,-2.2615296350444445,0,-1.562365944486832,0,0,-0.7866124404908789,1,-0.765584028520528,TA,Y,0,Abnorml,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False
1,0.1769543784522545,-0.5371126371774888,0,-1.0273628233099534,0,0.16992708860002484,0,-0.28775828882527155,0,0,-0.8648301673568319,1,-0.8770264207794773,TA,Y,0,Normal,True,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False
1,-0.6311112594162738,1.237715945825635,1,0.7813658143509358,1,1.3856554504222593,1,0.986849366836289,1,0,0.5039800527973464,3,1.672218302143991,TA,Y,1,Normal,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False
1,0.6485384257887773,-0.1714742319931036,1,-1.0273628233099534,0,0.16992708860002484,0,-0.28775828882527155,1,0,0.46487118936436983,2,0.594941843640813,TA,Y,1,Normal,True,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False
